0	Porn exposure may increase one's maturity and prevent future sexual assaults, but it is still wrong to indulge in it as it can lead to guilt, wasted time, energy and effort, and regretting it in the end. It is analogous to smoking and drugs, and its prevalence in developed countries is probably due to an aging population.
1	My sister's husband earns a substantial salary, yet they still qualify for various benefits such as W.I.C, Daycare Assistance, and food benefits. It pays to look into these services, as even high-earning couples may be able to access financial aid.
2	Sadism as the practice of violence or cruelty against others to fulfil some sort of personal or sexual gratification is, in my opinion, the most sickening act a person can commit. In order to commit such an act, the person must be subjugated and therefore weaker than the active participant, thus compounding the act of violence.
3	We should invest resources in researching the combination of animals to create cool new creatures, such as a half gorilla-half octopus. The face of this new animal could be an octopus, with two legs and six wavy arms, as well as being furry.
4	Gun control is largely ineffective, as criminals will still find ways to acquire weapons, while law-abiding citizens may be prevented from doing so. This leaves law-abiding citizens vulnerable to criminal attacks, while doing nothing to reduce crime.
5	Sin is taught to be wrong in religion, and as a result, young men may have a distorted view of what is right and wrong, leading to acts such as rape. The connection between religion and rape is not to be ignored, and we should focus on teaching morals rather than religion to make sure young people understand right and wrong.
6	Lesbians are often seen as more attractive than gay men in a society traditionally and, to be honest, still dominated by men. Additionally, lesbians face less discrimination than gay men because they are perceived as not challenging gender roles.
7	America chooses to ignore the oppressive policies of the Chinese government due to its concern for preserving good economic relations, even though a lot of the cheap labor outsourced there is done by slaves. We really should start to see the truth and take action to address this injustice.
8	The cartoons were both insensitive and unethical, as they did not respect the beliefs and truths of others. However, the suicide bombers were the ones who lacked respect, as they were the ones who were targeting civilians and killing people of all faiths.
9	Life is often not fair, as demonstrated by people being successful despite being selfish or bad people getting ahead despite not necessarily working hard or being good. This is an important lesson to learn, as it teaches us that success does not necessarily equate to moral behaviour.
10	Scott Peterson was the white contrast to OJ. He wasn't a celebrity, he was an "everyman."
11	Hamas's indiscriminate firing of 2000 missiles into Israel over the past two weeks has left Israel with no choice but to retaliate. With the main goal of Hamas being the destruction of Israel, Israel has the right to neutralize the organization in order to ensure the safety of its citizens.
12	Government should not be in the business of regulating marriage, and should instead grant equal rights to all individuals in Civil Unions. As for plural marriages, there is not enough support for them, and that is a different debate for another day.
13	Through my experience as an undergraduate Engineering student in my final year, I have found that the university environment lacks inspiration. Everyone is just going through the motions, being trained to become another statistic for their department and there is a general apathy towards learning, as if no one is noticing.
14	Bad Company 2 is boring, with its difficult to kill enemies, strange controls, and large, boring vehicles and maps. In comparison, Call of Duty: MW2 provides an intense experience with its hidden threats, realistic weapons, and smaller maps that force players to be more decisive.
15	Given that the death penalty is used primarily as a form of retaliation, televised executions could potentially be an effective form of disseminating information to the public about the death penalty and its consequences in the United States. This could potentially change people's beliefs and attitudes towards the death penalty.
16	Western democracy is not the answer for conflict countries, as Islam lacks the Enlightenment background necessary to form such a government. Additionally, Islam demands that church and state be unified, making it difficult to establish a secular constitutional republic.
